t,cell_V0,cell_V1,cell_V2,cell_V3,cell_V4,m0,m1,m2,m3,m4,h0,h1,h2,h3,h4,j0,j1,j2,j3,j4,d0,d1,d2,d3,d4,f0,f1,f2,f3,f4,r0,r1,r2,r3,r4,t0,t1,t2,t3,t4,Xs0,Xs1,Xs2,Xs3,Xs4,Xr0,Xr1,Xr2,Xr3,Xr4,APtrack0,APtrack1,APtrack2,APtrack3,APtrack4,APtrack20,APtrack21,APtrack22,APtrack23,APtrack24,APtrack30,APtrack31,APtrack32,APtrack33,APtrack34,Cainfluxtrack0,Cainfluxtrack1,Cainfluxtrack2,Cainfluxtrack3,Cainfluxtrack4,OVRLDtrack0,OVRLDtrack1,OVRLDtrack2,OVRLDtrack3,OVRLDtrack4,OVRLDtrack20,OVRLDtrack21,OVRLDtrack22,OVRLDtrack23,OVRLDtrack24,OVRLDtrack30,OVRLDtrack31,OVRLDtrack32,OVRLDtrack33,OVRLDtrack34,Nai0,Nai1,Nai2,Nai3,Nai4,Cai0,Cai1,Cai2,Cai3,Cai4,Ki0,Ki1,Ki2,Ki3,Ki4,Ca_JSR0,Ca_JSR1,Ca_JSR2,Ca_JSR3,Ca_JSR4,Ca_NSR0,Ca_NSR1,Ca_NSR2,Ca_NSR3,Ca_NSR4
415,-16.6739,-39.8168,-66.1934,-86.4279,-88.7986,0.965703,0.603181,0.0314949,0.00121788,0.000818044,9.66896e-44,9.66896e-44,0.138933,0.985368,0.993424,2.46909e-42,2.72693e-42,0.0719531,0.791772,0.97865,0.236302,0.00458838,1.92589e-05,6.72825e-08,1.62594e-09,0.169623,0.420027,0.562396,0.634895,0.678176,0.00601805,0.000927189,0.000123356,2.48632e-05,2.0448e-05,0.020366,0.538578,0.961914,0.997121,0.999441,0.381458,0.290562,0.221431,0.178049,0.150568,0.746448,0.653915,0.493968,0.304183,0.200243,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0167421,0.0167421,0.0167421,0.0167421,0.0167421,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00034615,0.000329685,0.000315745,0.000303903,0.000294569,140,140,140,140,140,1.79258,1.79258,1.79172,1.79082,1.78979,2.62374,2.61884,2.61005,2.60476,2.60045
420,-17.7444,-41.5199,-69.5305,-87.1711,-88.9221,0.961227,0.546829,0.0188781,0.00107534,0.000801201,9.66896e-44,0.00103362,0.218132,0.989432,0.993665,2.46909e-42,0.000437356,0.104309,0.854524,0.984618,0.203818,0.00319907,9.78514e-06,3.28706e-08,1.06014e-09,0.180559,0.437677,0.575643,0.645496,0.687214,0.00547269,0.00081235,9.55251e-05,2.33853e-05,2.02417e-05,0.0254695,0.601238,0.972133,0.997917,0.999444,0.378126,0.284303,0.215372,0.172991,0.146285,0.746047,0.647302,0.473056,0.285055,0.187396,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0159253,0.0159253,0.0159253,0.0159253,0.0159253,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000343677,0.000326629,0.000312543,0.000300556,0.000291445,140,140,140,140,140,1.80331,1.80304,1.80185,1.80095,1.79992,2.62493,2.61884,2.61005,2.60476,2.60045
425,-18.8369,-43.2445,-72.9077,-87.7221,-89.0265,0.956058,0.487896,0.0111048,0.000980374,0.000787241,9.66896e-44,0.00196691,0.336088,0.991183,0.993811,2.46909e-42,0.00113237,0.151678,0.899745,0.988556,0.174254,0.00220586,4.87222e-06,1.62401e-08,7.76508e-10,0.192683,0.454862,0.588389,0.65573,0.695924,0.00497528,0.000710747,7.35657e-05,2.23473e-05,2.00698e-05,0.0317905,0.660101,0.979789,0.998513,0.999446,0.374543,0.278045,0.209423,0.168073,0.142128,0.745438,0.639922,0.450828,0.26701,0.175362,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0151489,0.0151489,0.0151489,0.0151489,0.0151489,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000341203,0.000323615,0.000309342,0.000297323,0.000288389,140,140,140,140,140,1.81373,1.81317,1.81198,1.81109,1.81005,2.62613,2.61884,2.61005,2.60476,2.60045
430,-19.951,-44.998,-76.1316,-88.1308,-89.1028,0.950077,0.427707,0.00662827,0.00091532,0.000777187,9.66896e-44,0.00324689,0.493477,0.992171,0.993916,2.46909e-42,0.00211584,0.221392,0.931382,0.991132,0.147699,0.00150256,2.39375e-06,8.18723e-09,6.31614e-10,0.205904,0.471558,0.600711,0.66559,0.704314,0.00452117,0.000620663,5.71462e-05,2.16069e-05,1.99491e-05,0.0395871,0.714034,0.985441,0.998845,0.999448,0.370719,0.271678,0.203582,0.163293,0.138082,0.744544,0.631753,0.427727,0.250028,0.164091,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0144101,0.0144101,0.0144101,0.0144101,0.0144101,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000338729,0.000320705,0.00030614,0.000294122,0.000285436,140,140,140,140,140,1.82386,1.8233,1.82211,1.82122,1.82019,2.62732,2.61884,2.61005,2.60476,2.60045
435,-21.0863,-46.7919,-79.0231,-88.4365,-89.1791,0.94315,0.367649,0.00414524,0.000869451,0.00076726,9.66896e-44,0.00510293,0.668594,0.992768,0.994019,2.46909e-42,0.00349458,0.318765,0.953047,0.992838,0.124138,0.00100947,1.167e-06,4.27536e-09,5.54361e-10,0.220113,0.487753,0.612539,0.675065,0.712395,0.00410649,0.00054045,4.54178e-05,2.10705e-05,1.98308e-05,0.0491639,0.76239,0.989558,0.999143,0.999449,0.366635,0.26527,0.197875,0.158646,0.134162,0.743422,0.622711,0.404332,0.234072,0.153538,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0137073,0.0137073,0.0137073,0.0137073,0.0137073,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000336255,0.000317794,0.000302939,0.000291051,0.000282525,140,140,140,140,140,1.834,1.83344,1.83225,1.83135,1.83032,2.62851,2.61884,2.61005,2.60476,2.60045
440,-22.2427,-48.6422,-81.4622,-88.6689,-89.2428,0.935128,0.309149,0.00277834,0.000836098,0.000759055,9.66896e-44,0.00778323,0.820213,0.993174,0.994104,2.46909e-42,0.00541869,0.437496,0.967656,0.993935,0.103476,0.000667521,5.66753e-07,2.36554e-09,5.10018e-10,0.23519,0.503451,0.623976,0.684203,0.720178,0.00372768,0.000468755,3.73243e-05,2.06729e-05,1.97239e-05,0.0608743,0.804926,0.992528,0.999438,0.999451,0.36233,0.259003,0.192301,0.154136,0.130344,0.742073,0.612729,0.381063,0.219097,0.143657,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0130388,0.0130388,0.0130388,0.0130388,0.0130388,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000333781,0.000314884,0.000299738,0.000287995,0.000279726,140,140,140,140,140,1.84413,1.84357,1.84238,1.84149,1.84043,2.6297,2.61884,2.61005,2.60476,2.60045
445,-23.4197,-50.5668,-83.4191,-88.8451,-89.281,0.925834,0.253596,0.00201043,0.00081166,0.00075419,9.66896e-44,0.0116437,0.9179,0.993472,0.994154,2.46909e-42,0.00809835,0.560468,0.9774,0.994657,0.0855561,0.000433291,2.74907e-07,1.42594e-09,4.84385e-10,0.251009,0.518641,0.634972,0.693013,0.727674,0.00338171,0.000404387,3.1835e-05,2.03763e-05,1.96638e-05,0.0751173,0.841734,0.994643,0.999442,0.999452,0.357793,0.252745,0.186865,0.149754,0.126645,0.740483,0.601723,0.358367,0.205054,0.134409,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0124029,0.0124029,0.0124029,0.0124029,0.0124029,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000331307,0.000311974,0.000296613,0.000285084,0.000276962,140,140,140,140,140,1.85426,1.8537,1.85251,1.8513,1.84996,2.63089,2.61884,2.61005,2.60476,2.60045
450,-24.6163,-52.5895,-84.9351,-88.984,-89.3191,0.915067,0.202255,0.00156263,0.000792896,0.000749356,9.66896e-44,0.0172278,0.964636,0.993752,0.994204,2.46909e-42,0.0118276,0.671775,0.983847,0.995139,0.07018,0.00027519,1.33456e-07,9.58031e-10,4.68457e-10,0.267446,0.533351,0.645571,0.701504,0.734895,0.00306588,0.000346389,2.81218e-05,2.01469e-05,1.96059e-05,0.0923264,0.873116,0.99616,0.999445,0.999452,0.353059,0.246486,0.18157,0.145492,0.123044,0.738637,0.589604,0.336509,0.191893,0.125752,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.011798,0.011798,0.011798,0.011798,0.011798,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000328834,0.000309187,0.000293557,0.000282176,0.000274301,140,140,140,140,140,1.8644,1.86383,1.86213,1.86084,1.8595,2.63209,2.61884,2.61005,2.60476,2.60045
455,-25.831,-54.7374,-86.0829,-89.0984,-89.3573,0.902624,0.15619,0.00129023,0.000777757,0.000744553,9.66896e-44,0.025389,0.982259,0.99391,0.994253,2.46909e-42,0.0170199,0.763243,0.988091,0.995437,0.0571237,0.000170372,6.49853e-08,7.20822e-10,4.57231e-10,0.284367,0.547533,0.655803,0.709685,0.741855,0.00277785,0.000293996,2.55907e-05,1.99673e-05,1.95482e-05,0.112947,0.899507,0.997224,0.999448,0.999453,0.348104,0.240257,0.176418,0.141356,0.119548,0.736518,0.576264,0.31565,0.179563,0.117651,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0112225,0.0112225,0.0112225,0.0112225,0.0112225,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00032636,0.000306422,0.000290501,0.000279411,0.000271681,140,140,140,140,140,1.87453,1.87352,1.87166,1.87037,1.86904,2.63328,2.61884,2.61005,2.60476,2.60045
460,-27.0607,-57.0434,-86.9428,-89.1807,-89.3954,0.888296,0.116219,0.00111729,0.000767047,0.000739779,9.66896e-44,0.0374929,0.98834,0.994021,0.994302,2.46909e-42,0.0242592,0.833478,0.990876,0.995735,0.0461493,0.000102408,3.1842e-08,5.96984e-10,4.48315e-10,0.301648,0.561248,0.665658,0.717569,0.748568,0.00251562,0.000246648,2.3843e-05,1.98293e-05,1.94907e-05,0.137402,0.921411,0.997982,0.999449,0.999454,0.342972,0.234078,0.171407,0.137338,0.116154,0.734108,0.561611,0.295864,0.168014,0.110069,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0106752,0.0106752,0.0106752,0.0106752,0.0106752,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000323886,0.000303658,0.000287564,0.000276647,0.000269138,140,140,140,140,140,1.88466,1.88306,1.8812,1.87991,1.87857,2.63447,2.61884,2.61005,2.60476,2.60045
465,-28.3042,-59.5403,-87.5834,-89.257,-89.4336,0.871842,0.0828882,0.00100347,0.000757248,0.000735036,9.66896e-44,0.0557526,0.990744,0.994122,0.99435,2.46909e-42,0.0343763,0.884874,0.992683,0.995796,0.0370142,5.95393e-05,1.57825e-08,5.30024e-10,4.40558e-10,0.31917,0.574495,0.675131,0.725165,0.75505,0.00227704,0.000204011,2.26185e-05,1.97114e-05,1.94333e-05,0.166044,0.939341,0.998576,0.999451,0.999455,0.337672,0.227968,0.166533,0.133431,0.112857,0.731393,0.545518,0.27717,0.157201,0.102973,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0101547,0.0101547,0.0101547,0.0101547,0.0101547,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000321412,0.000300893,0.000284654,0.000274018,0.000266664,140,140,140,140,140,1.89447,1.8926,1.89074,1.88945,1.88811,2.63566,2.61884,2.61005,2.60476,2.60045
470,-29.5585,-62.257,-88.0603,-89.3333,-89.4717,0.85306,0.0564008,0.000926237,0.000747572,0.000730323,9.66896e-44,0.0837604,0.991948,0.994222,0.994398,2.46909e-42,0.048561,0.921204,0.993876,0.995825,0.0294822,3.33918e-05,7.98422e-09,4.9058e-10,4.3341e-10,0.336822,0.587257,0.684267,0.732486,0.761309,0.00206043,0.00016598,2.17473e-05,1.95957e-05,1.93762e-05,0.199098,0.953811,0.998874,0.999453,0.999455,0.332216,0.221928,0.1618,0.129641,0.109653,0.728356,0.527889,0.259559,0.147077,0.0963326,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00965938,0.00965938,0.00965938,0.00965938,0.00965938,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000318938,0.000298128,0.000281822,0.000271399,0.000264214,140,140,140,140,140,1.90401,1.90213,1.90027,1.89898,1.89765,2.6367,2.61884,2.61005,2.60476,2.60045
475,-30.8213,-65.2049,-88.4176,-89.3757,-89.5098,0.831744,0.0365398,0.00087223,0.000742244,0.00072564,9.66896e-44,0.127212,0.992678,0.994277,0.994446,2.46909e-42,0.0685374,0.94625,0.994649,0.995855,0.0233276,1.80568e-05,4.18382e-09,4.66135e-10,4.26604e-10,0.354555,0.599594,0.693075,0.739546,0.767279,0.00186406,0.000132662,2.11171e-05,1.95204e-05,1.93191e-05,0.236598,0.965298,0.999173,0.999453,0.999456,0.32662,0.215962,0.157201,0.125956,0.106542,0.724984,0.508682,0.243002,0.137601,0.0901185,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00918828,0.00918828,0.00918828,0.00918828,0.00918828,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000316464,0.000295363,0.000279057,0.000268885,0.000261886,140,140,140,140,140,1.91355,1.91167,1.90981,1.90852,1.90698,2.6367,2.61884,2.61005,2.60476,2.60045
480,-32.0904,-68.3571,-88.6877,-89.4138,-89.548,0.807725,0.0226339,0.000833472,0.000737486,0.000720986,9.66896e-44,0.194454,0.993201,0.994325,0.994493,2.46909e-42,0.0968734,0.963205,0.995177,0.995884,0.0183404,9.44029e-06,2.32129e-09,4.50893e-10,4.20014e-10,0.372144,0.611461,0.701563,0.74636,0.773055,0.00168617,0.000104302,2.06542e-05,1.9463e-05,1.92623e-05,0.278352,0.974261,0.999438,0.999454,0.999457,0.320912,0.21009,0.15273,0.122375,0.10352,0.721264,0.487934,0.227456,0.128732,0.0843035,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00874021,0.00874021,0.00874021,0.00874021,0.00874021,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000313991,0.000292598,0.000276337,0.000266411,0.000259557,140,140,140,140,140,1.92308,1.92121,1.9192,1.91754,1.91592,2.6367,2.61884,2.61005,2.60476,2.60045
485,-33.3683,-71.6266,-88.8944,-89.452,-89.5861,0.780769,0.0135981,0.000804953,0.000732757,0.000716362,9.66896e-44,0.295378,0.993518,0.994374,0.99454,2.46909e-42,0.137592,0.974533,0.995475,0.995913,0.0143299,4.79993e-06,1.40061e-09,4.40129e-10,4.13576e-10,0.389629,0.62292,0.709743,0.752916,0.778659,0.00152482,8.1119e-05,2.03101e-05,1.94057e-05,1.92056e-05,0.32391,0.981119,0.999443,0.999455,0.999458,0.3151,0.204312,0.148382,0.1189,0.100584,0.717184,0.465824,0.212872,0.120431,0.0788617,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00831392,0.00831392,0.00831392,0.00831392,0.00831392,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000311517,0.000289833,0.000273717,0.000263991,0.00025732,140,140,140,140,140,1.93262,1.93063,1.92814,1.92648,1.92486,2.6367,2.61884,2.61005,2.60476,2.60045
490,-34.6462,-74.8584,-89.0545,-89.4901,-89.6243,0.750962,0.00813459,0.000783537,0.000728058,0.000711767,9.66896e-44,0.435436,0.993816,0.994421,0.994587,2.46909e-42,0.196969,0.982029,0.995773,0.995942,0.0111303,2.39195e-06,9.39442e-10,4.31563e-10,4.07258e-10,0.4069,0.633967,0.717624,0.759201,0.784023,0.00137919,6.30986e-05,2.00481e-05,1.93486e-05,1.91491e-05,0.372538,0.986273,0.999447,0.999456,0.999459,0.309174,0.198636,0.144166,0.115523,0.0977311,0.712669,0.442705,0.199201,0.112664,0.0737697,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00790849,0.00790849,0.00790849,0.00790849,0.00790849,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000309043,0.000287145,0.000271101,0.000261662,0.000255137,140,140,140,140,140,1.94216,1.93957,1.93709,1.93542,1.9338,2.6367,2.61884,2.61005,2.60476,2.60045
495,-35.9246,-77.8607,-89.1776,-89.5283,-89.6624,0.718303,0.00500947,0.000767448,0.000723389,0.0007072,9.66896e-44,0.603613,0.994017,0.994469,0.994633,2.46909e-42,0.281948,0.986958,0.995869,0.99597,0.00859773,1.177e-06,7.03818e-10,4.241e-10,4.01033e-10,0.423914,0.644592,0.725218,0.765272,0.789178,0.0012478,4.97996e-05,1.98457e-05,1.92917e-05,1.90928e-05,0.423259,0.990081,0.999449,0.999457,0.999459,0.303214,0.193082,0.140066,0.112243,0.0949621,0.707746,0.419061,0.186393,0.105395,0.0690048,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00752277,0.00752277,0.00752277,0.00752277,0.00752277,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000306703,0.000284526,0.000268627,0.000259334,0.000252954,140,140,140,140,140,1.9517,1.94851,1.94603,1.94437,1.94274,2.6367,2.61884,2.61005,2.60476,2.60045
500,-37.2216,-80.4814,-89.2824,-89.5664,-89.7006,0.682347,0.00326469,0.000754013,0.00071875,0.000702663,9.66896e-44,0.766184,0.994156,0.994516,0.994678,2.46909e-42,0.392083,0.990186,0.995898,0.995998,0.00660081,5.75158e-07,5.79607e-10,4.17218e-10,3.94926e-10,0.44062,0.654851,0.732537,0.771148,0.79421,0.00112781,4.03916e-05,1.9677e-05,1.92349e-05,1.90366e-05,0.475101,0.992857,0.999452,0.999457,0.99946,0.297182,0.187655,0.136082,0.109057,0.0922719,0.702362,0.395406,0.174396,0.0985929,0.0645464,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00715589,0.00715589,0.00715589,0.00715589,0.00715589,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000304374,0.000281907,0.000266154,0.000257126,0.000250899,140,140,140,140,140,1.96072,1.95745,1.95497,1.95331,1.95168,2.6367,2.61884,2.61005,2.60476,2.60045
505,-38.5186,-82.6457,-89.3587,-89.6046,-89.7387,0.643759,0.00228522,0.000744378,0.00071414,0.000698155,9.66896e-44,0.88551,0.994255,0.994563,0.994724,2.46909e-42,0.514105,0.992292,0.995927,0.996026,0.00503531,2.80216e-07,5.11945e-10,4.10659e-10,3.88915e-10,0.456991,0.664751,0.739595,0.776811,0.798978,0.00101927,3.39114e-05,1.95573e-05,1.91783e-05,1.89806e-05,0.526995,0.994868,0.999453,0.999458,0.999461,0.291073,0.182358,0.132215,0.105963,0.0896584,0.696519,0.372162,0.163162,0.0922279,0.0603747,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00680691,0.00680691,0.00680691,0.00680691,0.00680691,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000302046,0.000279287,0.00026377,0.000254944,0.000248861,140,140,140,140,140,1.96966,1.96639,1.96391,1.96225,1.96062,2.6367,2.61884,2.61005,2.60476,2.60045
510,-39.8292,-84.3593,-89.435,-89.6427,-89.7769,0.602454,0.00171981,0.000734863,0.000709558,0.000693675,9.66896e-44,0.950389,0.994352,0.994609,0.994769,2.46909e-42,0.63065,0.993663,0.995955,0.996054,0.00381654,1.36497e-07,4.72453e-10,4.04316e-10,3.82969e-10,0.472981,0.674262,0.746407,0.782216,0.803618,0.000920622,2.9493e-05,1.94424e-05,1.91219e-05,1.89247e-05,0.577886,0.996295,0.999455,0.999459,0.999462,0.284963,0.177196,0.128456,0.102955,0.0871196,0.690131,0.349665,0.152644,0.0862716,0.0564714,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00647494,0.00647494,0.00647494,0.00647494,0.00647494,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000299718,0.000276668,0.000261442,0.000252772,0.000246824,140,140,140,140,140,1.9786,1.97534,1.97285,1.97104,1.96915,2.6367,2.61884,2.61005,2.60476,2.60045
515,-41.1533,-85.6778,-89.4977,-89.6809,-89.815,0.558832,0.00138058,0.000727123,0.000705006,0.000689223,0.000956729,0.977258,0.994431,0.994655,0.994813,0.000393797,0.730166,0.994571,0.995984,0.996082,0.00287183,6.66538e-08,4.46944e-10,3.98111e-10,3.7714e-10,0.488587,0.683426,0.752963,0.787472,0.808088,0.000830746,2.64736e-05,1.93389e-05,1.90656e-05,1.8869e-05,0.626887,0.997319,0.999456,0.99946,0.999462,0.278854,0.17217,0.124803,0.100037,0.0846532,0.683208,0.328115,0.1428,0.0806984,0.0528193,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00615914,0.00615914,0.00615914,0.00615914,0.00615914,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000297389,0.000274049,0.000259122,0.000250735,0.000244914,140,140,140,140,140,1.98754,1.98428,1.9814,1.97938,1.9775,2.6367,2.61884,2.61005,2.60476,2.60045
